id,crew_name_directing,title,release_year,return,budget,revenue
9844,don roos,the opposite of sex,1998,1.176,5000000,5879254
40505,michael martin,i got the hook up,1998,0.000,0,0
14342,christopher guest,almost heroes,1998,0.000,0,0
9715,forest whitaker,hope floats,1998,0.000,0,0
26610,erik skjoldbjærg,insomnia,1997,0.000,0,0
20064,antonio tibaldi,little boy blue,1997,0.000,0,0
40961,scott reynolds,the ugly,1997,0.000,0,0
1965,andrew davis,a perfect murder,1998,2.134,60000000,128038368
312,caroline link,beyond silence,1996,0.000,0,0
6068,ivan reitman,six days seven nights,1998,2.343,70000000,164000000
15037,harry elfont,can't hardly wait,1998,2.561,10000000,25605015
50043,des mcanuff,cousin bette,1998,0.000,0,0
37636,lisa cholodenko,high art,1998,1929168.000,0,1929168
17044,david leland,the land girls,1998,0.000,0,0
60951,lavinia currier,passion in the desert,1997,0.000,0,0
21334,majid majidi,children of heaven,1997,5.000,180000,900000
416437,tim kirkman,dear jesse,1998,0.000,0,0
32284,tiffanie debartolo,dream for an insomniac,1996,24.000,0,24
51955,christopher scott cherot,hav plenty,1997,0.000,0,0
37410,hal hartley,henry fool,1997,1334786.000,0,1334786
47481,manuel pradal,marie from the bay of angels,1998,0.000,0,0
53765,noah baumbach,mr. jealousy,1997,0.000,0,0
10674,tony bancroft,mulan,1998,3.381,90000000,304320254
136134,marc evans,resurrection man,1998,0.000,0,0
846,rob bowman,the x files,1998,2.867,66000000,189198313
12655,paddy breathnach,i went down,1997,0.000,0,0
3050,betty thomas,doctor dolittle,1998,4.147,71000000,294456605
1389,steven soderbergh,out of sight,1998,1.620,48000000,77745568
11020,peter weir,picnic at hanging rock,1975,0.000,0,0
20862,chris eyre,smoke signals,1998,0.000,0,0
108548,manoel de oliveira,voyage to the beginning of the world,1997,0.000,0,0
9464,vincent gallo,buffalo '66,1998,1.583,1500000,2375097
95,michael bay,armageddon,1998,3.956,140000000,553799566
944,richard donner,lethal weapon 4,1998,2.039,140000000,285444603
35680,daisy von scherler mayer,madeline,1998,0.000,0,0
11551,joe dante,small soldiers,1998,1.367,40000000,54682547
473,darren aronofsky,pi,1998,53.686,60000,3221152
102304,susan skoog,whatever,1998,0.000,0,0
544,bobby farrelly,there's something about mary,1998,16.082,23000000,369884651
10513,edward d. wood jr.,plan 9 from outer space,1959,0.000,60000,0
28966,william a. wellman,wings,1927,0.000,2000000,0
65203,harry beaumont,the broadway melody,1929,11.499,379000,4358000
143,lewis milestone,all quiet on the western front,1930,0.000,1250000,0
42861,wesley ruggles,cimarron,1931,0.000,0,0
33680,edmund goulding,grand hotel,1932,3.706,700000,2594000
56164,frank lloyd,cavalcade,1933,6.465,1180280,7630000
12311,frank lloyd,mutiny on the bounty,1935,2.287,1950000,4460000
43277,robert z. leonard,the great ziegfeld,1936,0.000,0,0
43278,william dieterle,the life of emile zola,1937,0.000,0,0
34106,frank capra,you can't take it with you,1938,4.519,1644736,7433101
43266,john ford,how green was my valley,1941,4.800,1250000,6000000
27367,william wyler,mrs. miniver,1942,10.045,1344000,13500000
17661,leo mccarey,going my way,1944,16300000.000,0,16300000
28580,billy wilder,the lost weekend,1945,8.800,1250000,11000000
887,william wyler,the best years of our lives,1946,11.262,2100000,23650000
33667,elia kazan,gentleman's agreement,1947,3.900,2000000,7800000
23383,laurence olivier,hamlet,1948,0.000,750000,0
25430,robert rossen,all the king's men,1949,0.000,0,0
27191,cecil b. demille,the greatest show on earth,1952,9.000,4000000,36000000
11426,fred zinnemann,from here to eternity,1953,18.485,1650000,30500000
654,elia kazan,on the waterfront,1954,10.549,910000,9600000
15919,delbert mann,marty,1955,8.746,343000,3000000
1725,jerome robbins,west side story,1961,7.276,6000000,43656822
5769,tony richardson,tom jones,1963,37.600,1000000,37600000
874,fred zinnemann,a man for all seasons,1966,7.269,3900000,28350000
10633,norman jewison,in the heat of the night,1967,13.690,2000000,27379978
17917,carol reed,oliver!,1968,3.740,10000000,37402877
3116,john schlesinger,midnight cowboy,1969,12.440,3600000,44785053
1051,william friedkin,the french connection,1971,22.866,1800000,41158757
1366,john g. avildsen,rocky,1976,117.235,1000000,117235147
12102,robert benton,kramer vs. kramer,1979,13.282,8000000,106260000
16619,robert redford,ordinary people,1980,0.000,6000000,0
9443,hugh hudson,chariots of fire,1981,10.722,5500000,58972904
11050,james l. brooks,terms of endearment,1983,0.000,8000000,0
606,sydney pollack,out of africa,1985,4.145,31000000,128499205
746,bernardo bertolucci,the last emperor,1987,1.912,23000000,43984230
380,barry levinson,rain man,1988,16.512,25000000,412800000
403,bruce beresford,driving miss daisy,1989,19.439,7500000,145793296
11485,woody allen,take the money and run,1969,0.000,1500000,0
466,alan j. pakula,klute,1971,0.000,2500000,0
13820,alex cox,repo man,1984,1.533,1500000,2300000
15389,whit stillman,metropolitan,1990,0.000,225000,0
13597,jim henson,labyrinth,1986,0.509,25000000,12729917
2108,john hughes,the breakfast club,1985,51.525,1000000,51525171
10014,jack sholder,a nightmare on elm street part 2: freddy's revenge,1985,10.000,3000000,29999213
10072,chuck russell,a nightmare on elm street 3: dream warriors,1987,8.959,5000000,44793222
10131,renny harlin,a nightmare on elm street 4: the dream master,1988,10.357,7000000,72500000
10160,stephen hopkins,a nightmare on elm street 5: the dream child,1989,2.771,8000000,22168359
11284,rachel talalay,freddy's dead: the final nightmare,1991,3.170,11000000,34872033
4488,sean s. cunningham,friday the 13th,1980,108.645,550000,59754601
9725,steve miner,friday the 13th part 2,1981,17.378,1250000,21722776
9728,steve miner,friday the 13th part iii,1982,9.173,4000000,36690067
9730,joseph zito,friday the 13th: the final chapter,1984,12.685,2600000,32980880
9731,danny steinmann,friday the 13th: a new beginning,1985,9.968,2200000,21930418
10225,tom mcloughlin,friday the 13th part vi: jason lives,1986,6.491,3000000,19472057
10281,john carl buechler,friday the 13th part vii: the new blood,1988,6.846,2800000,19170001
10283,rob hedden,friday the 13th part viii: jason takes manhattan,1989,2.800,5000000,14000000
948,john carpenter,halloween,1978,233.333,300000,70000000
11281,rick rosenthal,halloween ii,1981,10.214,2500000,25533818
10676,tommy lee wallace,halloween iii: season of the witch,1982,5.760,2500000,14400000
11357,dwight h. little,halloween 4: the return of michael myers,1988,3.554,5000000,17768757
11361,dominique othenin-girard,halloween 5: the revenge of michael myers,1989,2.328,5000000,11642254
36599,paul lynch,prom night,1980,14.796,1000000,14796236
39929,bruce pittman,hello mary lou: prom night ii,1987,2683519.000,0,2683519
41828,peter r. simpson,prom night iii: the last kiss,1990,0.000,0,0
41769,clay borris,prom night iv: deliver us from evil,1992,0.000,0,0
10585,tom holland,child's play,1988,4.911,9000000,44196684
11186,john lafia,child's play 2,1990,2.751,13000000,35763605
11187,jack bender,child's play 3,1991,1.582,13000000,20560255
609,tobe hooper,poltergeist,1982,11.421,10700000,122200000
11133,brian gibson,poltergeist ii: the other side,1986,2.158,19000000,40996665
10306,gary sherman,poltergeist iii,1988,1.347,10500000,14144000
9552,william friedkin,the exorcist,1973,55.163,8000000,441306145
11586,john boorman,exorcist ii: the heretic,1977,2.196,14000000,30749142
11587,william peter blatty,the exorcist iii,1990,39024251.000,0,39024251
941,richard donner,lethal weapon,1987,8.014,15000000,120207127
942,richard donner,lethal weapon 2,1989,9.114,25000000,227853986
943,richard donner,lethal weapon 3,1992,9.192,35000000,321731527
927,joe dante,gremlins,1984,13.917,11000000,153083102
928,joe dante,gremlins 2: the new batch,1990,0.830,50000000,41482207
9340,richard donner,the goonies,1985,3.237,19000000,61503218
9342,martin campbell,the mask of zorro,1998,2.635,95000000,250288523
38509,theresa connelly,polish wedding,1998,0.000,0,0
60033,michael oblowitz,"this world, then the fireworks",1997,0.000,0,0
12101,richard fleischer,soylent green,1973,3600000.000,0,3600000
19,fritz lang,metropolis,1927,0.007,92620000,650422
165,robert zemeckis,back to the future part ii,1989,8.300,40000000,332000000
196,robert zemeckis,back to the future part iii,1990,6.113,40000000,244527583
551,ronald neame,the poseidon adventure,1972,16.913,5000000,84563118
16084,gary nelson,freaky friday,1976,0.000,0,0
17984,robert stevenson,the absent-minded professor,1961,0.000,0,0
22328,vincent mceveety,the apple dumpling gang rides again,1979,0.000,0,0
32611,jack donohue,babes in toyland,1961,0.000,0,0
3170,david hand,bambi,1942,311.710,858000,267447150
346,akira kurosawa,seven samurai,1954,0.136,2000000,271841
859,stephen frears,dangerous liaisons,1988,2.476,14000000,34670720
841,david lynch,dune,1984,0.773,40000000,30925690
11051,martin scorsese,the last temptation of christ,1988,1.196,7000000,8373585
242,francis ford coppola,the godfather: part iii,1990,2.533,54000000,136766062
1411,michael tolkin,the rapture,1991,1.041,1227401,1277401
9769,adrian lyne,lolita,1997,0.017,62000000,1060056
9424,david nutter,disturbing behavior,1998,1.167,15000000,17507368
9835,jim abrahams,jane austen's mafia!,1998,1.900,10000000,19000000
857,steven spielberg,saving private ryan,1998,6.883,70000000,481840909
17539,tommy o'haver,billy's hollywood screen kiss,1998,2020700.000,0,2020700
44322,zhang yuan,east palace west palace,1996,0.000,0,0
22777,vincent mceveety,the million dollar duck,1971,0.000,0,0
20173,robert butler,the barefoot executive,1971,0.000,0,0
10957,ted berman,the black cauldron,1985,0.852,25000000,21288692
9570,gary nelson,the black hole,1979,1.792,20000000,35841901
16249,robert stevenson,blackbeard's ghost,1968,0.000,0,0
13962,rupert wainwright,blank check,1994,0.000,13000000,0
14612,norman tokar,candleshoe,1977,0.000,0,0
19378,norman tokar,the cat from outer space,1978,0.000,0,0
65157,jeff blyth,cheetah,1989,1.631,5000000,8153677
29228,robert butler,the computer wore tennis shoes,1969,0.000,0,0
19379,charles jarrott,condorman,1981,0.000,0,0
11164,sam weisman,d2: the mighty ducks,1994,45610410.000,0,45610410
18887,robert stevenson,darby o'gill and the little people,1959,0.000,0,0
40866,steven hilliard stern,the devil and max devlin,1981,0.000,0,0
24736,mikael salomon,a far off place,1993,12890752.000,0,12890752
10122,randal kleiser,flight of the navigator,1986,18564613.000,0,18564613
24816,robert stevenson,the gnome-mobile,1967,0.000,0,0
9994,ron clements,the great mouse detective,1986,2.759,14000000,38625550
25445,norman tokar,the happiest millionaire,1967,0.000,0,0
12129,vincent mceveety,herbie goes bananas,1980,0.000,0,0
14140,vincent mceveety,herbie goes to monte carlo,1977,0.000,0,0
10439,kenny ortega,hocus pocus,1993,1.411,28000000,39514713
11158,randal kleiser,honey i blew up the kid,1992,1.467,40000000,58662452
9354,joe johnston,"honey, i shrunk the kids",1989,6.960,32000000,222724172
28736,robert butler,hot lead & cold feet,1978,0.000,0,0
34774,robert stevenson,in search of the castaways,1962,0.000,0,0
37969,fletcher markle,the incredible journey,1963,0.000,0,0
9631,f. gary gray,the negotiator,1998,0.891,50000000,44547681
9820,nancy meyers,the parent trap,1998,0.000,0,0
14013,david zucker,baseketball,1998,7027290.000,0,7027290
36606,sarah kelly,full tilt boogie,1997,0.000,0,0
96196,sandra goldbacher,the governess,1998,0.000,0,0
98505,benoît jacquot,seventh heaven,1997,0.000,0,0
1779,michael moore,roger & me,1989,41.915,160000,6706368
10849,woody allen,the purple rose of cairo,1985,0.709,15000000,10631333
678,jacques tourneur,out of the past,1947,0.000,0,0
907,david lean,doctor zhivago,1965,10.169,11000000,111858363
5961,ingmar bergman,fanny & alexander,1982,4971340.000,0,4971340
47908,peter masterson,the trip to bountiful,1985,7218340.000,0,7218340
42121,bruce beresford,tender mercies,1983,0.000,0,0
2887,roger spottiswoode,and the band played on,1993,0.000,0,0
11974,joe dante,the 'burbs,1989,2.033,18000000,36602000
20348,kevin reynolds,fandango,1985,0.000,0,0
26648,liliana cavani,the night porter,1974,0.000,0,0
11911,istván szabó,mephisto,1981,0.000,144,0
793,david lynch,blue velvet,1986,1.425,6000000,8551228
35144,jeremy kagan,the journey of natty gann,1985,2135577.000,0,2135577
9325,wolfgang reitherman,the jungle book,1967,51.461,4000000,205843612
43037,robert stevenson,kidnapped,1960,0.000,0,0
10340,hamilton luske,lady and the tramp,1955,93600000.000,0,93600000
10144,ron clements,the little mermaid,1989,5.558,40000000,222300000
10414,stephen herek,the mighty ducks,1992,5.075,10000000,50752337
10437,brian henson,the muppet christmas carol,1992,27281507.000,0,27281507
15300,kenny ortega,newsies,1992,0.000,15000000,0
12230,hamilton luske,one hundred and one dalmatians,1961,53.970,4000000,215880014
13380,phillip borsos,one magic christmas,1985,0.000,0,0
10693,clyde geronimi,peter pan,1953,21.851,4000000,87404651
11335,robert altman,popeye,1980,0.000,20000000,0
11135,hendel butoy,the rescuers down under,1990,1.250,37931000,47431461
11319,john lounsbery,the rescuers,1977,59.347,1200000,71215869
14822,john hough,return from witch mountain,1978,16393000.000,0,16393000
15969,alan zaslove,the return of jafar,1994,0.000,0,0
13155,walter murch,return to oz,1985,0.446,25000000,11137801
10249,joe johnston,the rocketeer,1991,1.476,42000000,62000000
15943,robert stevenson,the shaggy d.a.,1976,0.000,0,0
10882,clyde geronimi,sleeping beauty,1959,8.500,6000000,51000000
24808,jack clayton,something wicked this way comes,1983,0.298,19000000,5656087
19762,robert stevenson,son of flubber,1963,0.000,0,0
13850,harve foster,song of the south,1946,0.000,0,0
2619,ron howard,splash,1984,8.728,8000000,69821334
65158,xavier koller,squanto: a warrior's tale,1994,3337685.000,0,3337685
53565,walt disney,steamboat willie,1928,0.000,4986,0
41841,jeremiah s. chechik,tall tale,1995,0.000,32000000,0
27332,tim hunter,tex,1982,0.000,0,0
97,steven lisberger,tron,1982,1.941,17000000,33000000
10419,thomas carter,swing kids,1993,5632086.000,0,5632086
11675,steve miner,halloween: h20,1998,3.238,17000000,55041738
2107,mick jackson,l.a. story,1991,0.000,0,0
6471,carl reiner,the jerk,1979,73961419.000,0,73961419
9442,carl reiner,dead men don't wear plaid,1982,18196170.000,0,18196170
11591,carl reiner,the man with two brains,1983,0.000,10100000,0
13697,lawrence kasdan,grand canyon,1991,0.000,0,0
19158,ralph s. singleton,graveyard shift,1990,1.103,10500000,11582891
227,francis ford coppola,the outsiders,1983,3.370,10000000,33697647
87,steven spielberg,indiana jones and the temple of doom,1984,11.893,28000000,333000000
123,ralph bakshi,the lord of the rings,1978,7.618,4000000,30471420
9314,michael radford,nineteen eighty-four,1984,0.000,0,0
11336,david cronenberg,the dead zone,1983,2.077,10000000,20766616
9980,stephen king,maximum overdrive,1986,0.743,10000000,7433663
10657,fraser clarke heston,needful things,1993,0.000,0,0
10489,lewis teague,cujo,1983,4.240,5000000,21200000
10823,fritz kiersch,children of the corn,1984,17.500,800000,14000000
11497,gary goldman,all dogs go to heaven,1989,1.964,13800000,27100027
2907,barry sonnenfeld,the addams family,1991,6.383,30000000,191502426
9454,andy tennant,ever after: a cinderella story,1998,2.527,26000000,65705772
8688,brian de palma,snake eyes,1998,1.423,73000000,103891409
118452,jesse peretz,"first love, last rites",1998,0.135,300000,40542
16155,john hamburg,safe men,1998,0.000,0,0
48894,ulrike koch,the saltmen of tibet,1997,0.000,0,0
23954,louis malle,atlantic city,1980,1.768,7200000,12729678
12761,ingmar bergman,autumn sonata,1978,0.000,0,0
396,mike nichols,who's afraid of virginia woolf?,1966,4.498,7500000,33736689
14367,chris columbus,adventures in babysitting,1987,34368475.000,0,34368475
11814,john hughes,weird science,1985,38934048.000,0,38934048
16081,richard fleischer,doctor dolittle,1967,0.500,18000000,9000000
18331,jerry lewis,the nutty professor,1963,0.000,0,0
15171,charles a. nichols,charlotte's web,1973,0.000,0,0
11837,martin rosen,watership down,1978,3.714,1000000,3713768
11704,don bluth,the secret of nimh,1982,2.095,7000000,14665733
11639,jim henson,the dark crystal,1982,2.705,15000000,40577001
4978,don bluth,an american tail,1986,9.394,9000000,84542002
10380,phil nibbelink,an american tail: fievel goes west,1991,40766041.000,0,40766041
11976,ridley scott,legend,1985,0.620,25000000,15502112
15144,john hughes,sixteen candles,1984,3.644,6500000,23686027
11522,howard deutch,pretty in pink,1986,40471663.000,0,40471663
11557,joel schumacher,st. elmo's fire,1985,37803872.000,0,37803872
13853,michael chapman,the clan of the cave bear,1986,0.000,15000000,0
11415,steve miner,house,1986,0.000,3000000,0
37530,ethan wiley,house ii: the second story,1987,7800000.000,0,7800000
8393,jamie uys,the gods must be crazy,1980,12.000,5000000,60000000
11937,jamie uys,the gods must be crazy ii,1989,0.000,0,0
21661,richard martin,air bud: golden receiver,1998,10224116.000,0,10224116
9320,jeremiah s. chechik,the avengers,1998,0.810,60000000,48585416
33644,kevin rodney sullivan,how stella got her groove back,1998,1.884,20000000,37672350
14662,tamara jenkins,slums of beverly hills,1998,0.000,5000000,0
125124,pupi avati,the best man,1997,0.000,0,0
115872,bigas luna,the chambermaid on the titanic,1997,0.000,0,0
39930,chuck parello,"henry ii, portrait of a serial killer",1996,0.000,0,0
10692,john mcnaughton,henry: portrait of a serial killer,1986,0.000,111000,0
805,roman polanski,rosemary's baby,1968,10.436,3200000,33395426
34584,wolfgang petersen,the neverending story,1984,0.747,27000000,20158808
34636,george t. miller,the neverending story ii: the next chapter,1990,0.509,32000000,16283667
2182,john de bello,attack of the killer tomatoes!,1978,0.000,90000,0
28070,peter george,surf nazis must die,1987,0.000,0,0
77469,neil labute,your friends & neighbors,1998,0.942,5000000,4710749
10278,joseph ruben,return to paradise,1998,0.000,0,0
36647,stephen norrington,blade,1998,2.915,45000000,131183530
17915,randa haines,dance with me,1998,15.000,0,15
14557,alan cohn,dead man on campus,1998,0.000,0,0
9417,pat proft,wrongfully accused,1998,0.000,0,0
41469,brad anderson,next stop wonderland,1998,0.000,0,0
19381,sarah kernochan,all i wanna do,1998,0.000,0,0
34637,vincent ward,the navigator: a medieval odyssey,1988,0.000,0,0
4011,tim burton,beetlejuice,1988,4.888,15000000,73326666
161795,henry jaglom,déjà vu,1998,0.000,0,0
1580,alfred hitchcock,rope,1948,1.467,1500000,2200000
5854,alfred hitchcock,family plot,1976,3.950,2000000,7900000
573,alfred hitchcock,frenzy,1972,3.600,3500000,12600000
2370,alfred hitchcock,topaz,1969,1.500,4000000,6000000
5780,alfred hitchcock,torn curtain,1966,4.333,3000000,13000000
506,alfred hitchcock,marnie,1964,3.278,2135161,7000000
22527,alfred hitchcock,the wrong man,1956,1.667,1200000,2000000
574,alfred hitchcock,the man who knew too much,1956,4.100,2500000,10250000
11219,alfred hitchcock,the trouble with harry,1955,5.833,1200000,7000000
30159,alfred hitchcock,i confess,1953,0.000,0,0
845,alfred hitchcock,strangers on a train,1951,5.833,1200000,7000000
1978,alfred hitchcock,stage fright,1950,0.000,0,0
3682,mark christopher,54,1998,1.289,13000000,16757163
51942,bill plympton,i married a strange person!,1998,0.812,250,203
46702,gregory nava,why do fools fall in love,1998,12413650.000,0,12413650
54795,robert bierman,keep the aspidistra flying,1997,0.000,0,0
46748,françois ozon,see the sea,1997,0.000,0,0
847,ron howard,willow,1988,1.636,35000000,57269863
117,brian de palma,the untouchables,1987,3.051,25000000,76270454
14577,bob saget,dirty work,1998,0.000,0,0
37498,tsui hark,knock off,1998,0.000,33000000,0
38621,william nicholson,firelight,1997,0.000,0,0
59138,iara lee,modulations,1998,0.000,0,0
28047,danny cannon,phoenix,1998,0.000,0,0
4175,alfred hitchcock,under capricorn,1949,0.000,0,0
31667,alfred hitchcock,the paradine case,1947,0.000,4258000,0
13321,alfred hitchcock,lifeboat,1944,0.000,1590000,0
21734,alfred hitchcock,shadow of a doubt,1943,0.000,0,0
31997,alfred hitchcock,saboteur,1942,0.000,0,0
24197,alfred hitchcock,mr. & mrs. smith,1941,0.000,0,0
11462,alfred hitchcock,suspicion,1941,4.080,1103000,4500000
31995,alfred hitchcock,jamaica inn,1939,0.000,0,0
940,alfred hitchcock,the lady vanishes,1938,0.000,0,0
2762,alfred hitchcock,young and innocent,1937,0.000,0,0
12684,alfred hitchcock,sabotage,1936,0.000,0,0
2761,alfred hitchcock,secret agent,1936,0.000,0,0
8208,alfred hitchcock,the man who knew too much,1934,0.000,0,0
52907,alfred hitchcock,waltzes from vienna,1934,0.000,0,0
15007,alfred hitchcock,number seventeen,1932,0.000,0,0
36049,alfred hitchcock,rich and strange,1931,0.000,0,0
52748,alfred hitchcock,the skin game,1931,0.000,0,0
75793,alfred hitchcock,elstree calling,1930,0.000,0,0
47695,alfred hitchcock,juno and the paycock,1930,0.000,0,0
31930,alfred hitchcock,murder!,1930,0.000,0,0
20213,alfred hitchcock,the manxman,1929,0.000,0,0
543,alfred hitchcock,blackmail,1929,0.000,0,0
36054,alfred hitchcock,champagne,1928,0.000,0,0
143750,francis lee,the farmer's wife,2012,0.000,0,0
52782,alfred hitchcock,downhill,1927,0.000,0,0
36055,alfred hitchcock,easy virtue,1928,0.000,0,0
36056,alfred hitchcock,the ring,1927,0.000,0,0
2760,alfred hitchcock,the lodger: a story of the london fog,1927,0.000,12000,0
64398,alfred hitchcock,the pleasure garden,1925,0.000,0,0
10220,john dahl,rounders,1998,1.910,12000000,22921898
431,vincenzo natali,cube,1997,2.007,250000,501818
31641,timothy hutton,digging to china,1997,33556.000,0,33556
223318,troy byer,let's talk about sex,1998,0.000,0,0
69848,lance hool,one man's hero,1999,0.000,0,0
22796,mark steven johnson,simon birch,1998,0.913,20000000,18253415
22256,robert towne,without limits,1998,0.031,25000000,777423
37550,lina wertmüller,seven beauties,1975,0.000,0,0
37916,lina wertmüller,swept away,1974,0.000,0,0
21873,tony bill,my bodyguard,1980,22482952.000,0,22482952
21500,lewis john carlino,class,1983,0.000,0,0
84116,randal kleiser,"grandview, u.s.a.",1984,0.000,0,0
12626,james l. brooks,broadcast news,1987,2.562,20000000,51249404
37818,tamar simon hoffs,the allnighter,1987,0.000,0,0
3525,mike nichols,working girl,1988,3.685,28000000,103173635
129628,pat o'connor,stars & bars,1988,0.000,0,0
2321,jonathan demme,married to the mob,1988,2.149,10000000,21486757
2028,cameron crowe,say anything...,1989,20036737.000,0,20036737
16384,herbert ross,my blue heaven,1990,0.000,0,0
91217,paul brickman,men don't leave,1990,0.000,0,0
77314,peter sellars,the cabinet of dr. ramirez,1991,0.000,0,0
10699,stephen frears,hero,1992,0.000,42000000,0
11597,barry levinson,toys,1992,23278931.000,0,23278931
218624,silvio narizzano,choices,1981,0.000,0,0
47947,garry marshall,young doctors in love,1982,30688860.000,0,30688860
48311,charles band,parasite,1982,8.750,800000,7000000
44772,jerry schatzberg,no small affair,1984,0.000,0,0
14347,stanley donen,blame it on rio,1984,18600000.000,0,18600000
41090,emilio estevez,wisdom,1986,0.000,0,0
18282,savage steve holland,one crazy summer,1986,0.000,0,0
18169,edward zwick,about last night...,1986,38702310.000,0,38702310
11082,carl schultz,the seventh sign,1988,18875011.000,0,18875011
5971,neil jordan,we're no angels,1989,0.000,20000000,0
11933,dan aykroyd,nothing but trouble,1991,0.212,40000000,8479793
20096,terry hughes,the butcher's wife,1991,0.000,0,0
30815,alan rudolph,mortal thoughts,1991,0.000,8000000,0
881,rob reiner,a few good men,1992,6.081,40000000,243240178
4478,adrian lyne,indecent proposal,1993,7.016,38000000,266614059
22318,david veloz,permanent midnight,1998,0.000,0,0
53113,carl franklin,one true thing,1998,0.000,0,0
2109,brett ratner,rush hour,1998,7.406,33000000,244386864
122289,jerzy domaradzki,lilian's story,1996,0.000,0,0
24746,lance mungia,six-string samurai,1998,0.062,2000000,124494
72987,james ivory,a soldier's daughter never cries,1998,1782005.000,0,1782005
193103,ramin niami,somewhere in the city,1998,0.000,0,0
8195,john frankenheimer,ronin,1998,0.757,55000000,41610884
9877,jamie blanks,urban legend,1998,5.181,14000000,72527595
26618,david dobkin,clay pigeons,1998,0.000,0,0
21132,ted demme,monument ave.,1998,0.000,0,0
11855,john waters,pecker,1998,0.000,0,0
24016,bernardo bertolucci,the sheltering sky,1990,0.083,25000000,2075084
14785,shekhar kapur,bandit queen,1994,399.000,0,399
14794,lindsay anderson,if....,1968,500000.000,0,500000
3486,piers haggard,the fiendish plot of dr. fu manchu,1980,0.000,0,0
11071,gordon douglas,them!,1954,0.000,23000000,0
1091,john carpenter,the thing,1982,1.309,15000000,19629760
10403,robert altman,the player,1992,2.713,8000000,21706101
11337,woody allen,stardust memories,1980,1.039,10000000,10389003
162,tim burton,edward scissorhands,1990,2.650,20000000,53000000
25723,jason bloom,overnight delivery,1998,0.000,12000000,0
73351,susanna styron,shadrach,1998,0.000,0,0
8916,eric darnell,antz,1998,2.863,60000000,171757863
28134,stanley tucci,the impostors,1998,2197921.000,0,2197921
9429,john fortenberry,a night at the roxbury,1998,1.784,17000000,30331165
12159,vincent ward,what dreams may come,1998,0.841,85000000,71485043
27791,john pieplow,strangeland,1998,0.574,1100000,631221
43106,charles crichton,the battle of the sexes,1960,0.000,0,0
30197,mel brooks,the producers,1967,0.000,947000,0
10156,mel brooks,history of the world: part i,1981,2.879,11000000,31672907
10377,jonathan lynn,my cousin vinny,1992,5.826,11000000,64088552
3121,robert altman,nashville,1975,0.000,2200000,0
4975,john maybury,love is the devil: study for a portrait of francis bacon,1998,0.000,0,0
37532,marc levin,slam,1998,0.000,1,0
9713,stephen herek,holy man,1998,0.000,60000000,0
134368,bruno barreto,one tough cop,1998,0.000,0,0
85837,arthur marks,detroit 9000,1973,0.000,0,0
1039,stefan ruzowitzky,the inheritors,1998,0.000,0,0
9821,peter chelsom,the mighty,1998,0.000,0,0
4437,peter hyams,2010,1984,1.443,28000000,40400657
1890,randa haines,children of a lesser god,1986,31853080.000,0,31853080
1955,david lynch,the elephant man,1980,5.202,5000000,26010864
39437,jonathan demme,beloved,1998,0.000,0,0
11932,ronny yu,bride of chucky,1998,2.027,25000000,50671850
6435,griffin dunne,practical magic,1998,0.622,75000000,46683377
108316,evan dunsky,the alarmist,1998,0.000,0,0
10683,todd solondz,happiness,1998,0.936,3000000,2807390
63709,william ryan,reach the rock,1998,0.000,0,0
9445,bryan singer,apt pupil,1998,0.000,14000000,0
2657,gary ross,pleasantville,1998,0.000,0,0
9425,paul w.s. anderson,soldier,1998,0.194,75000000,14567883
32326,bennett miller,the cruise,1998,0.000,0,0
637,roberto benigni,life is beautiful,1997,11.470,20000000,229400000
8675,trey parker,orgazmo,1997,0.000,1000000,0
125762,raúl ruiz,shattered image,1998,0.000,0,0
20701,john harrison,tales from the darkside: the movie,1990,4.664,3500000,16324573
9945,john carpenter,vampires,1998,0.000,20000000,0
73,tony kaye,american history x,1998,1.194,20000000,23875127
18603,s.r. bindler,hands on a hard body: the documentary,1997,0.000,0,0
46889,richard lagravenese,living out loud,1998,1.075,12000000,12902790
12888,hype williams,belly,1998,0.000,0,0
3033,bill condon,gods and monsters,1998,0.645,10000000,6451628
9882,edward zwick,the siege,1998,1.667,70000000,116672912
10663,frank coraci,the waterboy,1998,8.087,23000000,185991646
4518,shekhar kapur,elizabeth,1998,2.738,30000000,82150642
1808,todd haynes,velvet goldmine,1998,1053788.000,0,1053788
3600,danny cannon,i still know what you did last summer,1998,0.615,65000000,40002112
17037,arlene sanford,i'll be home for christmas,1998,0.000,30000000,0
297,martin brest,meet joe black,1998,1.588,90000000,142940100
5332,pat o'connor,dancing at lughnasa,1998,0.000,0,0
21589,bruce mcdonald,hard core logo,1996,0.000,0,0
8336,j. todd anderson,the naked man,1998,0.000,0,0
11893,andrei konchalovsky,runaway train,1985,0.882,9000000,7936012
123056,eugene corr,desert bloom,1986,0.000,0,0
12223,bryan forbes,the stepford wives,1975,0.000,0,0
32081,stuart rosenberg,the pope of greenwich village,1984,0.000,0,0
14924,alex cox,sid & nancy,1986,0.707,4000000,2826523
10002,neil jordan,mona lisa,1986,5794184.000,0,5794184
41817,james d. parriott,heart condition,1990,4100000.000,0,4100000
19426,federico fellini,nights of cabiria,1957,752045.000,0,752045
12560,lawrence kasdan,the big chill,1983,0.000,0,0
9798,tony scott,enemy of the state,1998,2.785,90000000,250649836
